Species	Symbol	Ensembl	Family	Protein	Entrez ID
Macaca_mulatta	-	ENSMMUG00000018606	HMG	ENSMMUP00000024480;	107000048
Macaca_mulatta	ZNF334	ENSMMUG00000007317	zf-C2H2	ENSMMUP00000009593;ENSMMUP00000052048;ENSMMUP00000009594;ENSMMUP00000043161;	706702
Macaca_mulatta	RFX1	ENSMMUG00000018966	RFX	ENSMMUP00000024954;	718526
Macaca_mulatta	ZNF182	ENSMMUG00000001258	zf-C2H2	ENSMMUP00000051331;ENSMMUP00000051381;ENSMMUP00000001679;	708337
Macaca_mulatta	TCF3	ENSMMUG00000009017	bHLH	ENSMMUP00000061053;ENSMMUP00000011812;ENSMMUP00000011814;ENSMMUP00000054552;ENSMMUP00000048507;	721325
Macaca_mulatta	RFX6	ENSMMUG00000017189	RFX	ENSMMUP00000022612;	715469
Macaca_mulatta	PAX3	ENSMMUG00000020409	PAX	ENSMMUP00000026855;ENSMMUP00000037515;ENSMMUP00000026854;ENSMMUP00000026853;ENSMMUP00000049993;	705315
Macaca_mulatta	MBD3	ENSMMUG00000009014	MBD	ENSMMUP00000011809;	708302
Macaca_mulatta	SP110	ENSMMUG00000012197	SAND	ENSMMUP00000015990;	-
Macaca_mulatta	TADA2B	ENSMMUG00000017002	MYB	ENSMMUP00000022368;	722715
Macaca_mulatta	NCOR2	ENSMMUG00000023107	MYB	ENSMMUP00000038418;ENSMMUP00000059738;ENSMMUP00000053689;ENSMMUP00000030418;	706261
Macaca_mulatta	ZNF610	ENSMMUG00000020236	zf-C2H2	ENSMMUP00000026639;ENSMMUP00000026640;	719951
Macaca_mulatta	POU6F1	ENSMMUG00000044229	Pou	ENSMMUP00000051495;ENSMMUP00000048800;	694640
Macaca_mulatta	GLIS1	ENSMMUG00000011608	zf-C2H2	ENSMMUP00000015240;	-
Macaca_mulatta	ZNF26	ENSMMUG00000013868	zf-C2H2	ENSMMUP00000059033;ENSMMUP00000052378;ENSMMUP00000018222;	694698
Macaca_mulatta	ZNF343	ENSMMUG00000010054	zf-C2H2	ENSMMUP00000037631;ENSMMUP00000013145;	716613
Macaca_mulatta	DMBX1	ENSMMUG00000014634	Homeobox	ENSMMUP00000019209;	709514
Macaca_mulatta	SOX11	ENSMMUG00000038367	HMG	ENSMMUP00000056348;	707983
Macaca_mulatta	ZBED3	ENSMMUG00000021357	zf-BED	ENSMMUP00000028133;	707787
Macaca_mulatta	HES1	ENSMMUG00000039446	bHLH	ENSMMUP00000047057;	707140
Macaca_mulatta	ZNF596	ENSMMUG00000020598	zf-C2H2	ENSMMUP00000043519;ENSMMUP00000027111;ENSMMUP00000027112;	716013
Macaca_mulatta	OVOL3	ENSMMUG00000000520	zf-C2H2	ENSMMUP00000000705;	719066
Macaca_mulatta	-	ENSMMUG00000040960	ETS	ENSMMUP00000049733;ENSMMUP00000060074;	-
Macaca_mulatta	ZNF791	ENSMMUG00000016862	zf-C2H2	ENSMMUP00000045918;ENSMMUP00000022165;	716129
Macaca_mulatta	NFATC2	ENSMMUG00000012657	RHD	ENSMMUP00000016625;ENSMMUP00000049038;	710601
Macaca_mulatta	HNF1B	ENSMMUG00000003431	Homeobox	ENSMMUP00000004575;ENSMMUP00000059438;ENSMMUP00000004573;	714540
Macaca_mulatta	SIX3	ENSMMUG00000014824	Homeobox	ENSMMUP00000019464;	-
Macaca_mulatta	ZFP30	ENSMMUG00000047387	zf-C2H2	ENSMMUP00000047729;	100429676
Macaca_mulatta	TCF7L2	ENSMMUG00000022799	HMG	ENSMMUP00000030018;ENSMMUP00000030024;ENSMMUP00000030026;ENSMMUP00000030023;ENSMMUP00000044548;ENSMMUP00000030025;ENSMMUP00000030020;ENSMMUP00000030022;	701759
Macaca_mulatta	GATA4	ENSMMUG00000019208	zf-GATA	ENSMMUP00000025244;ENSMMUP00000025243;	696775
Macaca_mulatta	MTF1	ENSMMUG00000023275	zf-C2H2	ENSMMUP00000030635;ENSMMUP00000051420;	714795
Macaca_mulatta	ZNF341	ENSMMUG00000021492	zf-C2H2	ENSMMUP00000028312;	713948
Macaca_mulatta	ZNF469	ENSMMUG00000046821	zf-C2H2	ENSMMUP00000051233;ENSMMUP00000055007;	-
Macaca_mulatta	INSM1	ENSMMUG00000039294	zf-C2H2	ENSMMUP00000047206;	-
Macaca_mulatta	PROP1	ENSMMUG00000039065	Homeobox	ENSMMUP00000053460;	707843
Macaca_mulatta	ZNF805	ENSMMUG00000006010	zf-C2H2	ENSMMUP00000043407;ENSMMUP00000001244;ENSMMUP00000007898;	106994890
Macaca_mulatta	-	ENSMMUG00000041162	HSF	ENSMMUP00000048270;	701379
Macaca_mulatta	ZNF470	ENSMMUG00000038362	zf-C2H2	ENSMMUP00000058046;	707082
Macaca_mulatta	POU2F3	ENSMMUG00000012251	Pou	ENSMMUP00000016071;ENSMMUP00000050541;ENSMMUP00000052102;	711854
Macaca_mulatta	ZNF574	ENSMMUG00000013374	zf-C2H2	ENSMMUP00000017573;ENSMMUP00000044225;	706729
Macaca_mulatta	ZNF354A	ENSMMUG00000041519	zf-C2H2	ENSMMUP00000049758;	723011
Macaca_mulatta	NR4A3	ENSMMUG00000011410	NGFIB-like	ENSMMUP00000014971;ENSMMUP00000014974;	717560
Macaca_mulatta	FOXC1	ENSMMUG00000005778	Fork_head	ENSMMUP00000007627;	-
Macaca_mulatta	ZNF224	ENSMMUG00000021469	zf-C2H2	ENSMMUP00000028282;ENSMMUP00000049856;ENSMMUP00000031578;ENSMMUP00000047829;ENSMMUP00000061057;ENSMMUP00000028281;	100424339
Macaca_mulatta	OVOL1	ENSMMUG00000012585	zf-C2H2	ENSMMUP00000016519;	-
Macaca_mulatta	TFEB	ENSMMUG00000004690	bHLH	ENSMMUP00000006232;ENSMMUP00000026068;ENSMMUP00000033708;	694214
Macaca_mulatta	ZNF143	ENSMMUG00000008758	zf-C2H2	ENSMMUP00000011478;ENSMMUP00000055623;ENSMMUP00000053122;	703978
Macaca_mulatta	EHF	ENSMMUG00000005927	ETS	ENSMMUP00000048654;ENSMMUP00000007802;	717350
Macaca_mulatta	ZEB1	ENSMMUG00000015453	zf-C2H2	ENSMMUP00000036050;ENSMMUP00000036050;ENSMMUP00000020269;ENSMMUP00000060032;ENSMMUP00000061073;ENSMMUP00000036051;	701157
Macaca_mulatta	PRDM5	ENSMMUG00000003249	zf-C2H2	ENSMMUP00000034847;ENSMMUP00000057788;ENSMMUP00000058721;ENSMMUP00000051458;ENSMMUP00000059435;ENSMMUP00000004331;	708790
Macaca_mulatta	SOX14	ENSMMUG00000011780	HMG	ENSMMUP00000015468;	716702
Macaca_mulatta	ZNF510	ENSMMUG00000013606	zf-C2H2	ENSMMUP00000017891;	719375
Macaca_mulatta	POU3F1	ENSMMUG00000044406	Pou	ENSMMUP00000048593;	-
Macaca_mulatta	ZNF784	ENSMMUG00000004804	zf-C2H2	ENSMMUP00000006385;ENSMMUP00000048332;	106994899
Macaca_mulatta	SOX13	ENSMMUG00000008460	HMG	ENSMMUP00000011097;	700802
Macaca_mulatta	ZNF726	ENSMMUG00000003645	zf-C2H2	ENSMMUP00000022242;ENSMMUP00000004922;	-
Macaca_mulatta	MESP2	ENSMMUG00000003584	bHLH	ENSMMUP00000004781;	701003
Macaca_mulatta	ZNF597	ENSMMUG00000041487	zf-C2H2	ENSMMUP00000043698;	703089
Macaca_mulatta	LHX1	ENSMMUG00000021668	Homeobox	ENSMMUP00000028533;	-
Macaca_mulatta	FOXK1	ENSMMUG00000011227	Fork_head	ENSMMUP00000014713;	106997337
Macaca_mulatta	WDHD1	ENSMMUG00000000302	HMG	ENSMMUP00000000409;ENSMMUP00000052244;	695910
Macaca_mulatta	DMRT1	ENSMMUG00000044083	DM	ENSMMUP00000047948;	694516
Macaca_mulatta	-	ENSMMUG00000044776	zf-C2H2	ENSMMUP00000031706;	695938
Macaca_mulatta	ZNF18	ENSMMUG00000018541	zf-C2H2	ENSMMUP00000035191;ENSMMUP00000024397;	718115
Macaca_mulatta	FOXD1	ENSMMUG00000040510	Fork_head	ENSMMUP00000053988;	-
Macaca_mulatta	-	ENSMMUG00000019832	HMG	ENSMMUP00000038778;	-
Macaca_mulatta	-	ENSMMUG00000018500	zf-C2H2	ENSMMUP00000024341;	106999981
Macaca_mulatta	ZNF367	ENSMMUG00000007996	zf-C2H2	ENSMMUP00000010484;	710123
Macaca_mulatta	ZNF133	ENSMMUG00000014453	zf-C2H2	ENSMMUP00000018977;ENSMMUP00000056058;ENSMMUP00000047003;ENSMMUP00000051978;	700023
Macaca_mulatta	BCL6B	ENSMMUG00000016268	ZBTB	ENSMMUP00000047231;ENSMMUP00000021377;ENSMMUP00000021377;	713925
Macaca_mulatta	NKX3-1	ENSMMUG00000009796	Homeobox	ENSMMUP00000048642;ENSMMUP00000012823;	710591
Macaca_mulatta	HAND2	ENSMMUG00000048816	bHLH	ENSMMUP00000052934;ENSMMUP00000034525;	696881
Macaca_mulatta	NEUROG2	ENSMMUG00000014078	bHLH	ENSMMUP00000018500;	701345
Macaca_mulatta	RBPJL	ENSMMUG00000003404	CSL	ENSMMUP00000004541;	717625
Macaca_mulatta	-	ENSMMUG00000048019	Homeobox	ENSMMUP00000047459;ENSMMUP00000054476;	-
Macaca_mulatta	ZNF678	ENSMMUG00000031497	zf-C2H2	ENSMMUP00000003152;	697068
Macaca_mulatta	ZBTB21	ENSMMUG00000018053	ZBTB	ENSMMUP00000058008;ENSMMUP00000035669;	714759
Macaca_mulatta	ZNF34	ENSMMUG00000014308	zf-C2H2	ENSMMUP00000060452;ENSMMUP00000031827;	704255
Macaca_mulatta	KLF12	ENSMMUG00000019097	zf-C2H2	ENSMMUP00000025112;ENSMMUP00000054930;ENSMMUP00000025114;	694575
Macaca_mulatta	DNAJC2	ENSMMUG00000003430	MYB	ENSMMUP00000004572;ENSMMUP00000035009;ENSMMUP00000004574;	695890
Macaca_mulatta	L3MBTL1	ENSMMUG00000006738	zf-C2HC	ENSMMUP00000046242;ENSMMUP00000008865;	695694
Macaca_mulatta	ZBTB18	ENSMMUG00000015664	ZBTB	ENSMMUP00000051547;ENSMMUP00000020548;	-
Macaca_mulatta	-	ENSMMUG00000008066	zf-C2H2	ENSMMUP00000010569;	-
Macaca_mulatta	ZFHX3	ENSMMUG00000021041	Homeobox	ENSMMUP00000052558;ENSMMUP00000027691;	706074
Macaca_mulatta	ZNF831	ENSMMUG00000020745	zf-C2H2	ENSMMUP00000027296;	695016
Macaca_mulatta	SNAPC4	ENSMMUG00000003086	MYB	ENSMMUP00000045520;ENSMMUP00000004120;	721758
Macaca_mulatta	ZBTB22	ENSMMUG00000003876	ZBTB	ENSMMUP00000005173;ENSMMUP00000005173;	717568
Macaca_mulatta	KLF1	ENSMMUG00000011230	zf-C2H2	ENSMMUP00000014716;	716842
Macaca_mulatta	ZNF641	ENSMMUG00000014484	zf-C2H2	ENSMMUP00000058928;ENSMMUP00000042666;ENSMMUP00000019015;	708246
Macaca_mulatta	FOXD3	ENSMMUG00000022350	Fork_head	ENSMMUP00000029420;	696085
Macaca_mulatta	ZSCAN29	ENSMMUG00000017070	zf-C2H2	ENSMMUP00000033744;ENSMMUP00000045158;	710414
Macaca_mulatta	SMARCC2	ENSMMUG00000008273	MYB	ENSMMUP00000051499;ENSMMUP00000041395;ENSMMUP00000060182;ENSMMUP00000044051;ENSMMUP00000010848;	709158
Macaca_mulatta	NHLH2	ENSMMUG00000044679	bHLH	ENSMMUP00000046404;	709920
Macaca_mulatta	PAX5	ENSMMUG00000019639	PAX	ENSMMUP00000039497;ENSMMUP00000048732;ENSMMUP00000039496;ENSMMUP00000025802;ENSMMUP00000055676;ENSMMUP00000044866;ENSMMUP00000039498;ENSMMUP00000043020;	716839
Macaca_mulatta	ZNF426	ENSMMUG00000005694	zf-C2H2	ENSMMUP00000052923;ENSMMUP00000007517;	710494
Macaca_mulatta	ZNF384	ENSMMUG00000016990	zf-C2H2	ENSMMUP00000042169;ENSMMUP00000022348;ENSMMUP00000022351;ENSMMUP00000043191;ENSMMUP00000049058;ENSMMUP00000022349;	722077
Macaca_mulatta	BARX1	ENSMMUG00000008058	Homeobox	ENSMMUP00000010563;	-
Macaca_mulatta	ZBTB32	ENSMMUG00000002375	ZBTB	ENSMMUP00000003182;ENSMMUP00000003182;	710216
Macaca_mulatta	-	ENSMMUG00000047616	zf-C2H2	ENSMMUP00000039475;	100423294
Macaca_mulatta	YY1	ENSMMUG00000029197	zf-C2H2	ENSMMUP00000032579;ENSMMUP00000054317;	-
Macaca_mulatta	ZNF425	ENSMMUG00000011237	zf-C2H2	ENSMMUP00000047716;ENSMMUP00000056837;ENSMMUP00000014728;	709994
Macaca_mulatta	MLXIP	ENSMMUG00000012652	bHLH	ENSMMUP00000038477;ENSMMUP00000016618;	705874
Macaca_mulatta	PIAS4	ENSMMUG00000011018	zf-MIZ	ENSMMUP00000048021;ENSMMUP00000014425;ENSMMUP00000049301;	714328
Macaca_mulatta	ZNF81	ENSMMUG00000014066	zf-C2H2	ENSMMUP00000018489;	708036
Macaca_mulatta	ZBTB39	ENSMMUG00000021115	ZBTB	ENSMMUP00000027790;ENSMMUP00000027790;	713914
Macaca_mulatta	ZNF432	ENSMMUG00000041450	zf-C2H2	ENSMMUP00000004932;	100424341
Macaca_mulatta	REL	ENSMMUG00000010834	RHD	ENSMMUP00000014199;ENSMMUP00000055216;	717804
Macaca_mulatta	TULP1	ENSMMUG00000005064	Tub	ENSMMUP00000055429;ENSMMUP00000006708;ENSMMUP00000006709;	718796
Macaca_mulatta	-	ENSMMUG00000047749	THAP	ENSMMUP00000052195;	-
Macaca_mulatta	IRX4	ENSMMUG00000004220	Homeobox	ENSMMUP00000055053;ENSMMUP00000005641;	710675
Macaca_mulatta	ZBTB16	ENSMMUG00000007085	ZBTB	ENSMMUP00000009285;ENSMMUP00000009285;	695064
Macaca_mulatta	JARID2	ENSMMUG00000015362	ARID	ENSMMUP00000041668;ENSMMUP00000057770;ENSMMUP00000041915;ENSMMUP00000020142;	702291
Macaca_mulatta	SP9	ENSMMUG00000023005	zf-C2H2	ENSMMUP00000030288;ENSMMUP00000050139;	697936
Macaca_mulatta	ZNF736	ENSMMUG00000049254	zf-C2H2	ENSMMUP00000056882;	710897
Macaca_mulatta	TCF21	ENSMMUG00000002871	bHLH	ENSMMUP00000003839;	707680
Macaca_mulatta	ZNF429	ENSMMUG00000028809	zf-C2H2	ENSMMUP00000020377;ENSMMUP00000051525;ENSMMUP00000028142;	693665
Macaca_mulatta	MEIS2	ENSMMUG00000006840	Homeobox	ENSMMUP00000008991;ENSMMUP00000008993;ENSMMUP00000008989;ENSMMUP00000050063;ENSMMUP00000008988;ENSMMUP00000055105;	699748
Macaca_mulatta	ZNF441	ENSMMUG00000008817	zf-C2H2	ENSMMUP00000031811;	716945
Macaca_mulatta	NKX2-6	ENSMMUG00000020863	Homeobox	ENSMMUP00000027454;	717445
Macaca_mulatta	-	ENSMMUG00000039104	zf-C2H2	ENSMMUP00000025673;	100423287
Macaca_mulatta	USF2	ENSMMUG00000011291	bHLH	ENSMMUP00000031668;ENSMMUP00000014798;ENSMMUP00000014799;ENSMMUP00000041580;	718527
Macaca_mulatta	NR6A1	ENSMMUG00000011185	GCNF-like	ENSMMUP00000055518;ENSMMUP00000050511;ENSMMUP00000014647;	-
Macaca_mulatta	HMGB1	ENSMMUG00000046615	HMG	ENSMMUP00000059005;ENSMMUP00000003585;	712849
Macaca_mulatta	STAT4	ENSMMUG00000005617	STAT	ENSMMUP00000051391;ENSMMUP00000007424;ENSMMUP00000051432;	693854
Macaca_mulatta	ZSCAN16	ENSMMUG00000003331	zf-C2H2	ENSMMUP00000004439;	706297
Macaca_mulatta	ZNF527	ENSMMUG00000022128	zf-C2H2	ENSMMUP00000060128;ENSMMUP00000029138;	106994729
Macaca_mulatta	ZNF385A	ENSMMUG00000016669	zf-C2H2	ENSMMUP00000039500;ENSMMUP00000021917;	705436
Macaca_mulatta	GBX1	ENSMMUG00000043445	Homeobox	ENSMMUP00000046248;	714193
Macaca_mulatta	MKRN2	ENSMMUG00000009536	zf-CCCH	ENSMMUP00000057172;	697649
Macaca_mulatta	ETV6	ENSMMUG00000014370	ETS	ENSMMUP00000018875;	695734
Macaca_mulatta	LYL1	ENSMMUG00000001166	bHLH	ENSMMUP00000044477;ENSMMUP00000001547;	718185
Macaca_mulatta	NFAT5	ENSMMUG00000018255	RHD	ENSMMUP00000023997;	705518
Macaca_mulatta	MRPS17	ENSMMUG00000039849	zf-C2H2	ENSMMUP00000051332;	715444
Macaca_mulatta	TUB	ENSMMUG00000015012	Tub	ENSMMUP00000019676;	706054
Macaca_mulatta	-	ENSMMUG00000044452	zf-C2H2	ENSMMUP00000058149;	-
Macaca_mulatta	ZKSCAN4	ENSMMUG00000047120	zf-C2H2	ENSMMUP00000050047;	706745
Macaca_mulatta	ZNF599	ENSMMUG00000006440	zf-C2H2	ENSMMUP00000008489;	706512
Macaca_mulatta	ZNF771	ENSMMUG00000008364	zf-C2H2	ENSMMUP00000010969;	711861
Macaca_mulatta	GATA2	ENSMMUG00000021371	zf-GATA	ENSMMUP00000028148;	705551
Macaca_mulatta	NRF1	ENSMMUG00000041919	Nrf1	ENSMMUP00000046205;ENSMMUP00000061038;ENSMMUP00000055178;	701933
Macaca_mulatta	RUNX2	ENSMMUG00000019819	Runt	ENSMMUP00000026057;ENSMMUP00000050408;ENSMMUP00000061011;ENSMMUP00000043372;ENSMMUP00000050780;ENSMMUP00000050411;ENSMMUP00000026056;	703331
Macaca_mulatta	ZBED1	ENSMMUG00000007514	zf-BED	ENSMMUP00000009862;	100425956
Macaca_mulatta	FOS	ENSMMUG00000040100	TF_bZIP	ENSMMUP00000055300;	702077
Macaca_mulatta	RXRG	ENSMMUG00000002892	RXR-like	ENSMMUP00000003871;	694807
Macaca_mulatta	SHOX2	ENSMMUG00000019030	Homeobox	ENSMMUP00000006564;	704327
Macaca_mulatta	OTX2	ENSMMUG00000038006	TF_Otx	ENSMMUP00000045217;	698501
Macaca_mulatta	ZFP37	ENSMMUG00000002079	zf-C2H2	ENSMMUP00000002777;	710438
Macaca_mulatta	POU4F2	ENSMMUG00000023440	Pou	ENSMMUP00000030857;	703568
Macaca_mulatta	FOXB2	ENSMMUG00000021769	Fork_head	ENSMMUP00000028666;	704969
Macaca_mulatta	ZNF135	ENSMMUG00000020498	zf-C2H2	ENSMMUP00000026998;ENSMMUP00000026997;	709957
Macaca_mulatta	SPDEF	ENSMMUG00000022824	ETS	ENSMMUP00000010266;	718675
Macaca_mulatta	ZBTB25	ENSMMUG00000004747	ZBTB	ENSMMUP00000006314;ENSMMUP00000047998;	-
Macaca_mulatta	FOXP4	ENSMMUG00000019985	Fork_head	ENSMMUP00000026280;	693943
Macaca_mulatta	-	ENSMMUG00000041539	CSD	ENSMMUP00000044858;ENSMMUP00000045569;	-
Macaca_mulatta	-	ENSMMUG00000047818	zf-C2H2	ENSMMUP00000047295;ENSMMUP00000044986;	-
Macaca_mulatta	-	ENSMMUG00000020008	HMG	ENSMMUP00000026308;	715948
Macaca_mulatta	-	ENSMMUG00000043058	Homeobox	ENSMMUP00000057303;	-
Macaca_mulatta	ZBTB17	ENSMMUG00000008031	ZBTB	ENSMMUP00000040575;ENSMMUP00000040575;ENSMMUP00000010534;ENSMMUP00000046136;ENSMMUP00000046136;	696327
Macaca_mulatta	ZSCAN31	ENSMMUG00000007231	zf-C2H2	ENSMMUP00000009486;	707473
Macaca_mulatta	MITF	ENSMMUG00000002100	bHLH	ENSMMUP00000056527;ENSMMUP00000002800;ENSMMUP00000002801;ENSMMUP00000044836;ENSMMUP00000002805;	695537
Macaca_mulatta	ZNF12	ENSMMUG00000012343	zf-C2H2	ENSMMUP00000052002;ENSMMUP00000035495;	705346
Macaca_mulatta	MBD2	ENSMMUG00000003136	MBD	ENSMMUP00000042943;ENSMMUP00000041217;	-
Macaca_mulatta	ID3	ENSMMUG00000043586	bHLH	ENSMMUP00000042645;ENSMMUP00000050697;	710290
Macaca_mulatta	ZNF575	ENSMMUG00000019265	zf-C2H2	ENSMMUP00000025313;	718118
Macaca_mulatta	MAFF	ENSMMUG00000045506	TF_bZIP	ENSMMUP00000046967;	700312
Macaca_mulatta	GZF1	ENSMMUG00000022387	ZBTB	ENSMMUP00000008762;ENSMMUP00000008762;	100431028
Macaca_mulatta	ZNF7	ENSMMUG00000011550	zf-C2H2	ENSMMUP00000015160;ENSMMUP00000051621;	715735
Macaca_mulatta	POU3F2	ENSMMUG00000001658	Pou	ENSMMUP00000047299;	-
Macaca_mulatta	ZNF44	ENSMMUG00000007912	zf-C2H2	ENSMMUP00000010386;ENSMMUP00000010387;	100427466
Macaca_mulatta	ETS1	ENSMMUG00000020706	ETS	ENSMMUP00000027251;ENSMMUP00000057787;ENSMMUP00000052795;ENSMMUP00000027254;ENSMMUP00000059642;	714697
Macaca_mulatta	-	ENSMMUG00000013136	CSD	ENSMMUP00000017269;ENSMMUP00000017263;	700140
Macaca_mulatta	-	ENSMMUG00000043052	zf-C2H2	ENSMMUP00000050693;	-
Macaca_mulatta	ZNF142	ENSMMUG00000006737	zf-C2H2	ENSMMUP00000046299;ENSMMUP00000008864;	702214
Macaca_mulatta	ZFP82	ENSMMUG00000044093	zf-C2H2	ENSMMUP00000056942;	719145
Macaca_mulatta	STAT5A	ENSMMUG00000010705	STAT	ENSMMUP00000050038;ENSMMUP00000014026;	574129
Macaca_mulatta	ZNF28	ENSMMUG00000047412	zf-C2H2	ENSMMUP00000015851;ENSMMUP00000019659;	100430953
Macaca_mulatta	ZHX3	ENSMMUG00000005904	Homeobox	ENSMMUP00000007764;ENSMMUP00000037938;	696707
Macaca_mulatta	NFE2	ENSMMUG00000012992	TF_bZIP	ENSMMUP00000039505;	705061
Macaca_mulatta	AR	ENSMMUG00000011437	ESR-like	ENSMMUP00000047479;ENSMMUP00000046081;ENSMMUP00000046928;ENSMMUP00000053893;ENSMMUP00000053716;ENSMMUP00000042833;ENSMMUP00000015004;ENSMMUP00000046905;	574293
Macaca_mulatta	ZNF19	ENSMMUG00000008408	zf-C2H2	ENSMMUP00000011023;	708211
Macaca_mulatta	ZNF124	ENSMMUG00000004566	zf-C2H2	ENSMMUP00000041853;ENSMMUP00000006070;	106995298
Macaca_mulatta	SRF	ENSMMUG00000000033	SRF	ENSMMUP00000045901;ENSMMUP00000055714;ENSMMUP00000033647;	698861
Macaca_mulatta	DBP	ENSMMUG00000022160	TF_bZIP	ENSMMUP00000060951;ENSMMUP00000029172;ENSMMUP00000049878;	-
Macaca_mulatta	RARG	ENSMMUG00000022017	THR-like	ENSMMUP00000052748;ENSMMUP00000028996;ENSMMUP00000028994;ENSMMUP00000016394;ENSMMUP00000051735;ENSMMUP00000042205;	699532
Macaca_mulatta	ZNF689	ENSMMUG00000001121	zf-C2H2	ENSMMUP00000001487;	711017
Macaca_mulatta	ZNF611	ENSMMUG00000006472	zf-C2H2	ENSMMUP00000008531;	720024
Macaca_mulatta	ZNF541	ENSMMUG00000014729	zf-C2H2	ENSMMUP00000019323;	718260
Macaca_mulatta	-	ENSMMUG00000013172	RFX	ENSMMUP00000017303;	-
Macaca_mulatta	THAP8	ENSMMUG00000019702	THAP	ENSMMUP00000025891;	712281
Macaca_mulatta	-	ENSMMUG00000039693	zf-C2H2	ENSMMUP00000058490;	-
Macaca_mulatta	IRX3	ENSMMUG00000001389	Homeobox	ENSMMUP00000001856;	704386
Macaca_mulatta	GFI1B	ENSMMUG00000005948	zf-C2H2	ENSMMUP00000007826;ENSMMUP00000006718;	714593
Macaca_mulatta	ZNF267	ENSMMUG00000008253	zf-C2H2	ENSMMUP00000015854;	641441
Macaca_mulatta	ZNF626	ENSMMUG00000045292	zf-C2H2	ENSMMUP00000014571;ENSMMUP00000058214;ENSMMUP00000043588;ENSMMUP00000031713;	-
Macaca_mulatta	ZNF653	ENSMMUG00000020617	zf-C2H2	ENSMMUP00000027145;ENSMMUP00000053287;	714754
Macaca_mulatta	-	ENSMMUG00000020452	zf-C2H2	ENSMMUP00000020178;ENSMMUP00000026933;ENSMMUP00000026938;	-
Macaca_mulatta	ZNF783	ENSMMUG00000039701	zf-C2H2	ENSMMUP00000049603;	710358
Macaca_mulatta	THAP4	ENSMMUG00000005662	THAP	ENSMMUP00000060388;ENSMMUP00000007482;	701543
Macaca_mulatta	ZNF275	ENSMMUG00000013386	zf-C2H2	ENSMMUP00000017586;ENSMMUP00000057897;ENSMMUP00000060807;	695012
Macaca_mulatta	ZBED4	ENSMMUG00000018833	zf-BED	ENSMMUP00000024782;	715118
Macaca_mulatta	DLX6	ENSMMUG00000040199	Homeobox	ENSMMUP00000047584;	-
