Species	Symbol	Ensembl	Family	Protein	Entrez ID
Drosophila_melanogaster	Dad	FBgn0020493	MH1	FBpp0082834;FBpp0099512;FBpp0082835;	-
Drosophila_melanogaster	CG16779	FBgn0037698	zf-C2H2	FBpp0311930;FBpp0081603;FBpp0303767;FBpp0303769;FBpp0303768;	-
Drosophila_melanogaster	D19A	FBgn0022935	zf-C2H2	FBpp0076724;	-
Drosophila_melanogaster	sd	FBgn0003345	TEA	FBpp0300456;FBpp0300454;FBpp0300450;FBpp0073915;FBpp0089157;FBpp0300452;FBpp0111737;FBpp0301995;FBpp0300453;FBpp0312377;FBpp0290758;FBpp0111739;FBpp0309110;FBpp0111736;FBpp0300451;FBpp0300455;FBpp0290759;FBpp0301996;FBpp0073914;FBpp0301994;FBpp0111738;	-
Drosophila_melanogaster	CG42565	FBgn0260767	zf-LITAF-like	FBpp0290484;FBpp0311609;	-
Drosophila_melanogaster	CG10147	FBgn0035702	zf-C2H2	FBpp0076696;FBpp0305274;	-
Drosophila_melanogaster	C15	FBgn0004863	Homeobox	FBpp0083510;	-
Drosophila_melanogaster	Atf-2	FBgn0265193	TF_bZIP	FBpp0308241;	-
Drosophila_melanogaster	CG4707	FBgn0035036	zf-C2H2	FBpp0072245;	-
Drosophila_melanogaster	tll	FBgn0003720	RXR-like	FBpp0085071;	-
Drosophila_melanogaster	Camta	FBgn0259234	CG-1	FBpp0290980;FBpp0289124;FBpp0289123;FBpp0289754;FBpp0289125;FBpp0308473;FBpp0308472;	-
Drosophila_melanogaster	CG18011	FBgn0033491	zf-C2H2	FBpp0087421;	-
Drosophila_melanogaster	Zif	FBgn0037446	zf-C2H2	FBpp0291578;FBpp0081225;FBpp0303224;	-
Drosophila_melanogaster	CG12605	FBgn0035481	zf-C2H2	FBpp0073024;FBpp0305344;FBpp0305343;FBpp0073023;FBpp0073025;	-
Drosophila_melanogaster	CG13559	FBgn0034870	zf-LITAF-like	FBpp0071966;	-
Drosophila_melanogaster	chn	FBgn0015371	zf-C2H2	FBpp0293744;FBpp0293747;FBpp0086546;FBpp0110306;FBpp0293746;FBpp0293743;FBpp0293745;FBpp0086547;FBpp0110305;	-
Drosophila_melanogaster	Myc	FBgn0262656	bHLH	FBpp0303995;FBpp0070501;	-
Drosophila_melanogaster	repo	FBgn0011701	Homeobox	FBpp0082986;	-
Drosophila_melanogaster	ap	FBgn0267978	Homeobox	FBpp0085394;FBpp0307253;FBpp0289731;FBpp0085395;	-
Drosophila_melanogaster	CG13296	FBgn0035687	zf-C2H2	FBpp0076705;	-
Drosophila_melanogaster	Bro	FBgn0013755	CBF	FBpp0072643;	-
Drosophila_melanogaster	Sox21a	FBgn0036411	HMG	FBpp0303211;FBpp0075490;	-
Drosophila_melanogaster	mirr	FBgn0014343	Homeobox	FBpp0075643;FBpp0075644;FBpp0303110;	-
Drosophila_melanogaster	Optix	FBgn0025360	Homeobox	FBpp0302920;FBpp0087941;	-
Drosophila_melanogaster	tHMG2	FBgn0038979	HMG	FBpp0290698;FBpp0083652;	-
Drosophila_melanogaster	Hr78	FBgn0015239	RXR-like	FBpp0292670;FBpp0089291;FBpp0078044;FBpp0292671;FBpp0078046;FBpp0078045;	-
Drosophila_melanogaster	SoxN	FBgn0029123	HMG	FBpp0303243;FBpp0079335;	-
Drosophila_melanogaster	NK7.1	FBgn0024321	Homeobox	FBpp0297666;FBpp0082400;FBpp0312482;FBpp0082401;	-
Drosophila_melanogaster	Vsx2	FBgn0263512	Homeobox	FBpp0309767;FBpp0099911;	-
Drosophila_melanogaster	mid	FBgn0261963	T-box	FBpp0078726;FBpp0302039;	-
Drosophila_melanogaster	CG8159	FBgn0037619	zf-C2H2	FBpp0290412;	-
Drosophila_melanogaster	foxo	FBgn0038197	Fork_head	FBpp0089343;FBpp0312334;FBpp0293589;FBpp0308010;FBpp0089344;	-
Drosophila_melanogaster	Dll	FBgn0000157	Homeobox	FBpp0289353;FBpp0072286;FBpp0072285;	-
Drosophila_melanogaster	ems	FBgn0000576	Homeobox	FBpp0082326;	-
Drosophila_melanogaster	Sidpn	FBgn0032741	bHLH	FBpp0080685;	-
Drosophila_melanogaster	E2f1	FBgn0011766	E2F	FBpp0083518;FBpp0306739;FBpp0311412;FBpp0083517;FBpp0311985;FBpp0083516;	-
Drosophila_melanogaster	Cdc5	FBgn0265574	MYB	FBpp0072468;FBpp0289951;	-
Drosophila_melanogaster	lz	FBgn0002576	Runt	FBpp0111726;FBpp0071255;	-
Drosophila_melanogaster	kn	FBgn0001319	COE	FBpp0111722;FBpp0290614;FBpp0302917;FBpp0086595;FBpp0111721;	-
Drosophila_melanogaster	nerfin-1	FBgn0028999	zf-C2H2	FBpp0072489;	-
Drosophila_melanogaster	hb	FBgn0001180	zf-C2H2	FBpp0081431;FBpp0081432;	-
Drosophila_melanogaster	CG3281	FBgn0260741	zf-C2H2	FBpp0081985;	-
Drosophila_melanogaster	Lmx1a	FBgn0052105	Homeobox	FBpp0075685;FBpp0305971;	-
Drosophila_melanogaster	Fer3	FBgn0037937	bHLH	FBpp0081911;	-
Drosophila_melanogaster	Bap111	FBgn0030093	HMG	FBpp0071235;	-
Drosophila_melanogaster	Lim1	FBgn0026411	Homeobox	FBpp0304121;FBpp0071216;	-
Drosophila_melanogaster	sr	FBgn0003499	zf-C2H2	FBpp0082966;FBpp0303083;FBpp0082967;FBpp0290830;FBpp0310950;	-
Drosophila_melanogaster	cg	FBgn0000289	zf-C2H2	FBpp0288474;FBpp0308983;FBpp0288473;FBpp0312412;FBpp0308984;FBpp0086655;FBpp0111707;FBpp0086657;FBpp0086656;FBpp0308982;FBpp0086658;	-
Drosophila_melanogaster	CG6689	FBgn0037877	zf-C2H2	FBpp0081844;	-
Drosophila_melanogaster	Dif	FBgn0011274	RHD	FBpp0290793;FBpp0290792;FBpp0080562;FBpp0080561;	-
Drosophila_melanogaster	vvl	FBgn0086680	Pou	FBpp0311831;FBpp0312430;FBpp0303092;FBpp0076653;FBpp0312431;	-
Drosophila_melanogaster	CG32121	FBgn0052121	ZBTB	FBpp0112336;	-
Drosophila_melanogaster	Eip93F	FBgn0264490	HTH	FBpp0303410;FBpp0083567;FBpp0111787;	-
Drosophila_melanogaster	gcm	FBgn0014179	GCM	FBpp0307464;FBpp0079451;	-
Drosophila_melanogaster	ci	FBgn0004859	zf-C2H2	FBpp0300417;FBpp0297298;FBpp0088245;	-
Drosophila_melanogaster	Kr-h1	FBgn0266450	zf-C2H2	FBpp0310809;FBpp0310810;	-
Drosophila_melanogaster	Abd-B	FBgn0000015	Homeobox	FBpp0303552;FBpp0373669;FBpp0082824;FBpp0082826;FBpp0312359;FBpp0082823;FBpp0089276;FBpp0373671;FBpp0373670;FBpp0082825;	-
Drosophila_melanogaster	H15	FBgn0016660	T-box	FBpp0309914;FBpp0078710;	-
Drosophila_melanogaster	CG18476	FBgn0037931	zf-C2H2	FBpp0081919;	-
Drosophila_melanogaster	CG1602	FBgn0033186	zf-C2H2	FBpp0088034;	-
Drosophila_melanogaster	ush	FBgn0003963	zf-C2H2	FBpp0301730;FBpp0305228;FBpp0077723;FBpp0302929;FBpp0305227;	-
Drosophila_melanogaster	Opbp	FBgn0050443	zf-C2H2	FBpp0085444;	-
Drosophila_melanogaster	CG11085	FBgn0030408	Homeobox	FBpp0073489;	-
Drosophila_melanogaster	egg	FBgn0086908	MBD	FBpp0111689;	-
Drosophila_melanogaster	prd	FBgn0003145	PAX	FBpp0079883;FBpp0079882;	-
Drosophila_melanogaster	CG9876	FBgn0034821	Homeobox	FBpp0071889;	-
Drosophila_melanogaster	lov	FBgn0266129	ZBTB	FBpp0303264;FBpp0310200;FBpp0072359;FBpp0072360;FBpp0099472;	-
Drosophila_melanogaster	otp	FBgn0015524	Homeobox	FBpp0309633;FBpp0309632;FBpp0309634;FBpp0110069;FBpp0288728;FBpp0309636;FBpp0309637;FBpp0309635;	-
Drosophila_melanogaster	zen	FBgn0004053	Homeobox	FBpp0081170;	-
Drosophila_melanogaster	CG10462	FBgn0032815	zf-C2H2	FBpp0099756;FBpp0080857;FBpp0303685;FBpp0099757;FBpp0297094;FBpp0303686;	-
Drosophila_melanogaster	CG4496	FBgn0031894	zf-C2H2	FBpp0309570;FBpp0309571;FBpp0079047;	-
Drosophila_melanogaster	drm	FBgn0024244	zf-C2H2	FBpp0077219;FBpp0311097;FBpp0077220;	-
Drosophila_melanogaster	Dsp1	FBgn0278608	HMG	FBpp0288398;FBpp0088320;FBpp0089257;FBpp0089258;FBpp0088319;FBpp0088318;FBpp0308813;	-
Drosophila_melanogaster	CG4936	FBgn0038768	zf-C2H2	FBpp0083240;	-
Drosophila_melanogaster	dimm	FBgn0023091	bHLH	FBpp0305546;FBpp0081042;	-
Drosophila_melanogaster	fkh	FBgn0000659	Fork_head	FBpp0312360;FBpp0311419;FBpp0289487;FBpp0303365;FBpp0084690;	-
Drosophila_melanogaster	CTCF	FBgn0035769	zf-C2H2	FBpp0076588;	-
Drosophila_melanogaster	ac	FBgn0000022	bHLH	FBpp0070071;	-
Drosophila_melanogaster	Spps	FBgn0039169	zf-C2H2	FBpp0303408;FBpp0083950;	-
Drosophila_melanogaster	Mnt	FBgn0023215	bHLH	FBpp0291035;FBpp0298279;FBpp0298278;FBpp0291039;FBpp0070553;FBpp0291038;FBpp0291036;FBpp0070554;FBpp0310175;FBpp0291037;	-
Drosophila_melanogaster	h	FBgn0001168	bHLH	FBpp0076296;FBpp0099504;	-
Drosophila_melanogaster	CG13287	FBgn0035643	zf-C2H2	FBpp0303119;FBpp0076735;	-
Drosophila_melanogaster	tou	FBgn0033636	MBD	FBpp0111979;FBpp0087193;FBpp0305283;FBpp0305284;	-
Drosophila_melanogaster	cwo	FBgn0259938	bHLH	FBpp0293681;FBpp0293682;FBpp0081723;	-
Drosophila_melanogaster	CG4820	FBgn0037876	zf-C2H2	FBpp0112133;	-
Drosophila_melanogaster	M1BP	FBgn0037621	zf-C2H2	FBpp0081428;	-
Drosophila_melanogaster	mld	FBgn0263490	zf-C2H2	FBpp0293454;FBpp0293452;FBpp0110311;FBpp0293451;FBpp0293453;	-
Drosophila_melanogaster	Kr	FBgn0001325	zf-C2H2	FBpp0305365;FBpp0072351;	-
Drosophila_melanogaster	CG1663	FBgn0033449	zf-C2H2	FBpp0087561;	-
Drosophila_melanogaster	E5	FBgn0008646	Homeobox	FBpp0082343;	-
Drosophila_melanogaster	CG14860	FBgn0038273	THAP	FBpp0288414;	-
Drosophila_melanogaster	HLH54F	FBgn0022740	bHLH	FBpp0088516;	-
Drosophila_melanogaster	gsb-n	FBgn0001147	PAX	FBpp0072363;	-
Drosophila_melanogaster	CG17612	FBgn0031597	zf-C2H2	FBpp0077152;FBpp0077153;	-
Drosophila_melanogaster	CG11902	FBgn0028647	zf-C2H2	FBpp0289959;	-
Drosophila_melanogaster	Kah	FBgn0035144	zf-C2H2	FBpp0072462;	-
Drosophila_melanogaster	btd	FBgn0000233	zf-C2H2	FBpp0071314;	-
Drosophila_melanogaster	Blimp-1	FBgn0035625	zf-C2H2	FBpp0076797;FBpp0304194;FBpp0304192;FBpp0311662;FBpp0304193;FBpp0304191;	-
Drosophila_melanogaster	fd102C	FBgn0039937	Fork_head	FBpp0088311;	-
Drosophila_melanogaster	hth	FBgn0001235	Homeobox	FBpp0081733;FBpp0081732;	-
Drosophila_melanogaster	Hey	FBgn0027788	bHLH	FBpp0087945;	-
Drosophila_melanogaster	sens	FBgn0002573	zf-C2H2	FBpp0075596;	-
Drosophila_melanogaster	CG10979	FBgn0037379	zf-C2H2	FBpp0307486;FBpp0078280;	-
Drosophila_melanogaster	Irbp18	FBgn0036126	TF_bZIP	FBpp0075963;FBpp0304952;	-
Drosophila_melanogaster	CG5245	FBgn0038047	zf-C2H2	FBpp0082061;	-
Drosophila_melanogaster	jim	FBgn0027339	zf-C2H2	FBpp0305414;FBpp0305415;FBpp0303109;FBpp0305413;FBpp0293522;FBpp0099541;FBpp0078231;	-
Drosophila_melanogaster	CG1965	FBgn0037466	GCFC	FBpp0081148;	-
Drosophila_melanogaster	Hsf	FBgn0001222	HSF	FBpp0085961;FBpp0110266;FBpp0110264;FBpp0110265;	-
Drosophila_melanogaster	Rel	FBgn0014018	RHD	FBpp0088375;FBpp0088971;FBpp0088973;FBpp0088972;	-
Drosophila_melanogaster	vri	FBgn0016076	TF_bZIP	FBpp0312171;FBpp0078705;FBpp0289297;FBpp0078706;FBpp0309715;	-
Drosophila_melanogaster	gem	FBgn0050011	CP2	FBpp0312214;FBpp0088699;FBpp0088700;	-
Drosophila_melanogaster	Nf-YB	FBgn0032816	NF-YB	FBpp0310397;FBpp0080827;	-
Drosophila_melanogaster	wdn	FBgn0005642	zf-C2H2	FBpp0084725;	-
Drosophila_melanogaster	CrebA	FBgn0004396	TF_bZIP	FBpp0075311;FBpp0089339;	-
Drosophila_melanogaster	Max	FBgn0017578	bHLH	FBpp0311541;FBpp0301959;FBpp0074785;	-
Drosophila_melanogaster	CG9215	FBgn0030659	zf-C2H2	FBpp0073882;	-
Drosophila_melanogaster	Med	FBgn0011655	MH1	FBpp0085177;FBpp0307959;FBpp0085176;	-
Drosophila_melanogaster	CG10959	FBgn0030010	zf-C2H2	FBpp0071108;FBpp0304004;	-
Drosophila_melanogaster	CG18265	FBgn0036725	zf-C2H2	FBpp0305841;FBpp0074981;FBpp0305842;	-
Drosophila_melanogaster	MBD-R2	FBgn0038016	MBD	FBpp0082081;	-
Drosophila_melanogaster	CG6769	FBgn0030878	zf-C2H2	FBpp0306150;FBpp0074267;	-
Drosophila_melanogaster	zen2	FBgn0004054	Homeobox	FBpp0081171;FBpp0288735;	-
Drosophila_melanogaster	CG30273	FBgn0050273	zf-LITAF-like	FBpp0312413;	-
Drosophila_melanogaster	Asciz	FBgn0035407	zf-C2H2	FBpp0303025;FBpp0072974;	-
Drosophila_melanogaster	twi	FBgn0003900	bHLH	FBpp0099476;FBpp0071864;FBpp0311714;	-
Drosophila_melanogaster	byn	FBgn0011723	T-box	FBpp0304380;FBpp0304381;	-
Drosophila_melanogaster	CG4360	FBgn0038787	zf-C2H2	FBpp0083307;FBpp0112164;	-
Drosophila_melanogaster	CG6254	FBgn0037794	zf-C2H2	FBpp0081662;	-
Drosophila_melanogaster	hang	FBgn0026575	zf-C2H2	FBpp0288508;FBpp0310171;FBpp0074052;	-
Drosophila_melanogaster	CG12104	FBgn0035238	HMG	FBpp0072705;FBpp0305552;FBpp0311128;	-
Drosophila_melanogaster	CG4282	FBgn0034114	zf-C2H2	FBpp0086288;	-
Drosophila_melanogaster	CG13510	FBgn0034758	zf-LITAF-like	FBpp0301552;FBpp0311608;FBpp0071773;	-
Drosophila_melanogaster	Scr	FBgn0003339	Homeobox	FBpp0081163;FBpp0089393;	-
Drosophila_melanogaster	CG10543	FBgn0034570	zf-C2H2	FBpp0071453;FBpp0304844;FBpp0292294;FBpp0304845;	-
Drosophila_melanogaster	dar1	FBgn0263239	zf-C2H2	FBpp0112047;	-
Drosophila_melanogaster	Ptx1	FBgn0020912	Homeobox	FBpp0303127;FBpp0088974;FBpp0088412;	-
Drosophila_melanogaster	sob	FBgn0004892	zf-C2H2	FBpp0077247;	-
Drosophila_melanogaster	CG11456	FBgn0037031	zf-C2H2	FBpp0305563;FBpp0290095;FBpp0077922;	-
Drosophila_melanogaster	hbn	FBgn0008636	Homeobox	FBpp0071485;	-
Drosophila_melanogaster	fru	FBgn0004652	ZBTB	FBpp0083064;FBpp0083061;FBpp0303073;	-
Drosophila_melanogaster	eyg	FBgn0000625	PAX	FBpp0099525;FBpp0075711;FBpp0308953;	-
Drosophila_melanogaster	CG4424	FBgn0038765	zf-C2H2	FBpp0083250;	-
Drosophila_melanogaster	fd3F	FBgn0264954	Fork_head	FBpp0307179;	-
Drosophila_melanogaster	oc	FBgn0004102	Homeobox	FBpp0304127;FBpp0304126;FBpp0289383;FBpp0303738;FBpp0303737;	-
Drosophila_melanogaster	zfh1	FBgn0004606	zf-C2H2	FBpp0085063;FBpp0085063;FBpp0085064;FBpp0085064;FBpp0303607;FBpp0303607;	-
Drosophila_melanogaster	CG32772	FBgn0052772	zf-C2H2	FBpp0290219;FBpp0309724;FBpp0310137;FBpp0309725;	-
Drosophila_melanogaster	Ets97D	FBgn0004510	ETS	FBpp0303200;FBpp0084458;	-
Drosophila_melanogaster	l(1)sc	FBgn0002561	bHLH	FBpp0070073;	-
Drosophila_melanogaster	sug	FBgn0033782	zf-C2H2	FBpp0086902;FBpp0304310;	-
Drosophila_melanogaster	grh	FBgn0259211	CP2	FBpp0289768;FBpp0288984;FBpp0297580;FBpp0289765;FBpp0311781;FBpp0288985;FBpp0289766;FBpp0288983;	-
Drosophila_melanogaster	achi	FBgn0033749	Homeobox	FBpp0087054;FBpp0308697;FBpp0087053;	-
Drosophila_melanogaster	Cp190	FBgn0000283	ZBTB	FBpp0082581;FBpp0082580;	-
Drosophila_melanogaster	CG6813	FBgn0037923	zf-C2H2	FBpp0311369;FBpp0289808;FBpp0289807;	-
Drosophila_melanogaster	cic	FBgn0262582	HMG	FBpp0293564;FBpp0293565;FBpp0293563;FBpp0306421;FBpp0293566;FBpp0306420;	-
Drosophila_melanogaster	Ets96B	FBgn0039225	ETS	FBpp0089401;FBpp0308361;	-
Drosophila_melanogaster	Unr	FBgn0263352	CSD	FBpp0301053;FBpp0305200;FBpp0311664;FBpp0076384;FBpp0113084;	-
Drosophila_melanogaster	OdsH	FBgn0026058	Homeobox	FBpp0074235;	-
Drosophila_melanogaster	lbl	FBgn0008651	Homeobox	FBpp0304711;FBpp0083491;	-
Drosophila_melanogaster	CG17359	FBgn0036396	zf-C2H2	FBpp0075529;	-
Drosophila_melanogaster	Sry-beta	FBgn0003511	zf-C2H2	FBpp0084922;FBpp0312401;	-
Drosophila_melanogaster	ADD1	FBgn0026573	MYB	FBpp0312209;FBpp0087147;	-
Drosophila_melanogaster	slp2	FBgn0004567	Fork_head	FBpp0077189;	-
Drosophila_melanogaster	Usf	FBgn0029711	bHLH	FBpp0070669;FBpp0301043;	-
Drosophila_melanogaster	caup	FBgn0015919	Homeobox	FBpp0075641;	-
Drosophila_melanogaster	Ets21C	FBgn0005660	ETS	FBpp0111767;FBpp0310465;FBpp0311554;FBpp0077739;	-
Drosophila_melanogaster	zf30C	FBgn0270924	zf-C2H2	FBpp0079461;	-
Drosophila_melanogaster	CG31365	FBgn0051365	zf-C2H2	FBpp0083798;	-
Drosophila_melanogaster	Hr38	FBgn0014859	NGFIB-like	FBpp0080927;FBpp0290561;	-
Drosophila_melanogaster	Hand	FBgn0032209	bHLH	FBpp0079662;	-
Drosophila_melanogaster	Mabi	FBgn0032493	TF_bZIP	FBpp0080060;	-
Drosophila_melanogaster	RunxA	FBgn0083981	Runt	FBpp0303586;FBpp0300389;FBpp0303587;	-
Drosophila_melanogaster	HHEX	FBgn0038852	Homeobox	FBpp0083439;	-
Drosophila_melanogaster	inv	FBgn0001269	Homeobox	FBpp0311724;FBpp0087175;FBpp0087174;	-
Drosophila_melanogaster	HLH4C	FBgn0011277	bHLH	FBpp0303590;FBpp0070659;	-
Drosophila_melanogaster	Dlip2	FBgn0040466	THAP	FBpp0078533;	-
Drosophila_melanogaster	pre-lola-G	FBgn0264817	zf-C2H2	FBpp0312609;FBpp0312610;	-
Drosophila_melanogaster	tap	FBgn0015550	bHLH	FBpp0074978;	-
Drosophila_melanogaster	CG4328	FBgn0036274	Homeobox	FBpp0290293;	-
Drosophila_melanogaster	dmrt99B	FBgn0039683	DM	FBpp0084820;	-
Drosophila_melanogaster	CG15011	FBgn0035518	zf-NF-X1	FBpp0073100;	-
Drosophila_melanogaster	tgo	FBgn0264075	bHLH	FBpp0081483;FBpp0307731;	-
Drosophila_melanogaster	dve	FBgn0020307	Homeobox	FBpp0071689;FBpp0089292;	-
Drosophila_melanogaster	TFAM	FBgn0038805	HMG	FBpp0083356;FBpp0083355;	-
Drosophila_melanogaster	E(var)3-9	FBgn0260243	zf-C2H2	FBpp0081490;	-
Drosophila_melanogaster	Odj	FBgn0038551	zf-C2H2	FBpp0082948;	-
Drosophila_melanogaster	Atac1	FBgn0031876	MYB	FBpp0078990;	-
Drosophila_melanogaster	NFAT	FBgn0030505	RHD	FBpp0290664;FBpp0290666;FBpp0111893;FBpp0311348;FBpp0290665;FBpp0073639;FBpp0309342;	-
Drosophila_melanogaster	Jra	FBgn0001291	TF_bZIP	FBpp0087498;FBpp0303456;FBpp0087499;	-
Drosophila_melanogaster	shn	FBgn0003396	zf-C2H2	FBpp0303470;FBpp0089118;FBpp0303469;FBpp0087200;FBpp0087201;FBpp0087202;	-
